term,department,course,section,class_number,mode_of_instruction,course_title,satisfies,units,class_type,days,times,instructor,location,dates,open_seats,notes
,AMS,100W,80,29054,Fully Online,Writing in the Humanities a Interdisciplinary Arts,WID,3,SEM,TR,12:00PM-01:15PM,Cynthia Rostankowski,ONLINE,01/24/24-05/13/24,22,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus
,AMS,139,01,28224,In Person,Animals and Society,GE: R,3,SEM,TR,10:30AM-11:45AM,Jennifer Schauer,SH238,01/24/24-05/13/24,1,
,AMS,139,02,28225,In Person,Animals and Society,GE: R,3,SEM,TR,01:30PM-02:45PM,Jennifer Schauer,ENG403,01/24/24-05/13/24,11,
,AMS,139,03,28226,In Person,Animals and Society,GE: R,3,SEM,TR,12:00PM-01:15PM,Jennifer Schauer,CL306,01/24/24-05/13/24,12,
,AMS,139,80,28228,Fully Online,Animals and Society,GE: R,3,SEM,TBA,TBA,Todd Levasseur,ONLINE,01/24/24-05/13/24,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,AMS,139,81,28229,Fully Online,Animals and Society,GE: R,3,SEM,MW,09:00AM-10:15AM,Pj Iyer,ONLINE,01/24/24-05/13/24,0,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus
,AMS,139,82,28230,Fully Online,Animals and Society,GE: R,3,SEM,MW,01:30PM-02:45PM,Jennifer Schauer,ONLINE,01/24/24-05/13/24,0,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus
,AMS,139,83,28231,Fully Online,Animals and Society,GE: R,3,SEM,T  TBA,T  03:00PM-04:15PM   TBA  TBA,Valerie Lo / Valerie Lo,ONLINE  ONLINE,01/24/24-05/13/24,0,FULLY ONLINE - 2 meeting patterns: (1) designated online with day/time meetings; and (2) NO designated online day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,AMS,159,01,28232,In Person,Nature and World Cultures,GE: V,3,SEM,MW,10:30AM-11:45AM,Daniel Rivers,SH238,01/24/24-05/13/24,12,
,AMS,159,80,28235,Fully Online,Nature and World Cultures,GE: V,3,SEM,MW,01:30PM-02:45PM,Sandra Brown,ONLINE,01/24/24-05/13/24,8,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus
,AMS,160,01,29059,In Person,Special Topics in Humanities,,3,SEM,TR,10:30AM-11:45AM,Arthur Zarate,DMH226B,01/24/24-05/13/24,28,
,AMS,169,80,28238,Fully Online,The American Dream,GE: S,3,SEM,TBA,TBA,Jorge Gonzalez,ONLINE,01/24/24-05/13/24,7,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,AMS,190,01,29060,In Person,Senior Seminar in Humanities,,3,SEM,W,04:30PM-07:15PM,Erik Johnson,DMH226B,01/24/24-05/13/24,20,
,AMS,190,80,29061,Fully Online,Senior Seminar in Humanities,,3,SEM,F,09:00AM-11:45AM,Susan Verducci Sandford (She/Hers),ONLINE,01/24/24-05/13/24,19,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus
,ANI,10,01,29601,In Person,Light and Optics,,3,ACT,TR,08:00AM-10:50AM,Garrick Chan,ART218,01/24/24-05/13/24,15,
,ANI,13,01,21621,In Person,Drawing for Animation/Illustration  I,,3,ACT,MW,08:00AM-10:50AM,John Clapp,ART314,01/24/24-05/13/24,11,RO - Not available to Open University students.
,ANI,13,02,23478,In Person,Drawing for Animation/Illustration  I,,3,ACT,MW,12:00PM-02:50PM,John Clapp,ART314,01/24/24-05/13/24,1,
,ANI,13,03,23479,In Person,Drawing for Animation/Illustration  I,,3,ACT,MW,03:00PM-05:50PM,John Clapp,ART314,01/24/24-05/13/24,1,
,ANI,13,04,23002,In Person,Drawing for Animation/Illustration  I,,3,ACT,MW,06:00PM-08:50PM,Leila Beverleigh,ART314,01/24/24-05/13/24,8,
,ANI,13,05,23480,In Person,Drawing for Animation/Illustration  I,,3,ACT,TR,06:00PM-08:50PM,Leila Beverleigh,ART314,01/24/24-05/13/24,2,
,ANI,13,06,24834,In Person,Drawing for Animation/Illustration  I,,3,ACT,F,08:30AM-02:10PM,Leila Beverleigh,ART314,01/24/24-05/13/24,15,
,ANI,15,01,20663,In Person,Visual Storytelling,,3,ACT,TR,08:00AM-10:50AM,Angela Wu,ART243,01/24/24-05/13/24,4,RO - Not available to Open University students.
,ANI,15,02,21364,In Person,Visual Storytelling,,3,ACT,TR,12:00PM-02:50PM,Katerina Tadenev,ART243,01/24/24-05/13/24,0,RO - Not available to Open University students.
,ANI,15,03,28429,In Person,Visual Storytelling,,3,ACT,MW,08:00AM-10:50AM,Leann Hill,ART203,01/24/24-05/13/24,2,
,ANI,15,04,28430,In Person,Visual Storytelling,,3,ACT,MW,12:00PM-02:50PM,Leann Hill,ART203,01/24/24-05/13/24,1,
,ANI,15,05,28431,In Person,Visual Storytelling,,3,ACT,MW,03:00PM-05:50PM,Leann Hill,ART203,01/24/24-05/13/24,4,
,ANI,15,08,29983,In Person,Visual Storytelling,,3,ACT,TR,08:00AM-10:50AM,Sydney Sun,ART203,01/24/24-05/13/24,13,
,ANI,15,09,29984,In Person,Visual Storytelling,,3,ACT,TR,12:00PM-02:50PM,Sydney Sun,ART203,01/24/24-05/13/24,9,
,ANI,21,01,20662,In Person,Color Principles for Screen Arts,,3,ACT,TR,12:00PM-02:50PM,Inga Poslitur,ART206,01/24/24-05/13/24,0,RO - Not available to Open University students.
,ANI,21,02,20763,In Person,Color Principles for Screen Arts,,3,ACT,TR,03:00PM-05:50PM,Inga Poslitur,ART206,01/24/24-05/13/24,0,RO - Not available to Open University students.
,ANI,21,03,22690,In Person,Color Principles for Screen Arts,,3,ACT,TR,06:00PM-08:50PM,Inga Poslitur,ART206,01/24/24-05/13/24,1,
,ANI,21,04,27975,In Person,Color Principles for Screen Arts,,3,ACT,MW,12:00PM-02:50PM,Cameron Chun,ART243,01/24/24-05/13/24,3,
,ANI,21,05,27984,In Person,Color Principles for Screen Arts,,3,ACT,MW,03:00PM-05:50PM,Cameron Chun,ART243,01/24/24-05/13/24,13,
,ANI,21,06,27985,In Person,Color Principles for Screen Arts,,3,ACT,MW,06:00PM-08:50PM,Cameron Chun,ART243,01/24/24-05/13/24,13,
,ANI,21,07,27986,In Person,Color Principles for Screen Arts,,3,ACT,MW,08:00AM-10:50AM,Katerina Tadenev,ART243,01/24/24-05/13/24,3,
,ANI,31,80,22769,Fully Online,2D Animation I,,3,ACT,TR,06:00PM-08:50PM,Winston Gregory,ONLINE,01/24/24-05/13/24,1,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus
,ANI,41,01,28303,In Person,Introduction to 3D Modeling,,3,ACT,TR,12:00PM-02:50PM,Tom Austin,ART222,01/24/24-05/13/24,1,
,ANI,41,02,28304,In Person,Introduction to 3D Modeling,,3,ACT,MW,08:00AM-10:50AM,Dave Gustlin,ART222,01/24/24-05/13/24,5,
,ANI,41,03,28305,In Person,Introduction to 3D Modeling,,3,ACT,MW,12:00PM-02:50PM,Dave Gustlin,ART222,01/24/24-05/13/24,0,
,ANI,41,04,28306,In Person,Introduction to 3D Modeling,,3,ACT,TR,08:00AM-10:50AM,Dave Gustlin,ART222,01/24/24-05/13/24,0,
,ANI,41,05,28307,In Person,Introduction to 3D Modeling,,3,ACT,TR,06:00PM-08:50PM,Craig Kitzmann,ART222,01/24/24-05/13/24,5,
,ANI,122,01,20666,In Person,Illustration Fundamentals III,,3,ACT,MW,08:00AM-10:50AM,Owen Matthew Aurelio,ART206,01/24/24-05/13/24,0,RO - Not available to Open University students.
,ANI,122,02,25682,In Person,Illustration Fundamentals III,,3,ACT,MW,12:00PM-02:50PM,Owen Matthew Aurelio,ART206,01/24/24-05/13/24,0,
,ANI,122,06,29985,In Person,Illustration Fundamentals III,,3,ACT,MW,03:00PM-05:50PM,Jackson Dryden,ART206,01/24/24-05/13/24,3,
,ANI,122,07,29986,In Person,Illustration Fundamentals III,,3,ACT,MW,06:00PM-08:50PM,Jackson Dryden,ART206,01/24/24-05/13/24,6,
,ANI,122,80,29603,Fully Online,Illustration Fundamentals III,,3,ACT,MW,06:00PM-08:50PM,Corwin Herse Woo,ONLINE,01/24/24-05/13/24,0,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus
,ANI,123,80,22699,Fully Online,Visual Development I,,3,ACT,TR,06:00PM-08:50PM,Jasmine Truong,ONLINE,01/24/24-05/13/24,6,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus
,ANI,123,81,28014,Fully Online,Visual Development I,,3,ACT,TR,12:00PM-02:50PM,Ishmael Hoover,ONLINE,01/24/24-05/13/24,0,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus
,ANI,131,01,20664,In Person,2D Animation II,,3,ACT,TR,12:00PM-02:50PM,Jeff Jackson,ART218,01/24/24-05/13/24,0,RO - Not available to Open University students.
,ANI,131,02,22698,In Person,2D Animation II,,3,ACT,TR,03:00PM-05:50PM,Jeff Jackson,ART218,01/24/24-05/13/24,0,
,ANI,131,03,23025,In Person,2D Animation II,,3,ACT,TR,06:00PM-08:50PM,Jeff Jackson,ART218,01/24/24-05/13/24,0,
,ANI,131,04,28030,In Person,2D Animation II,,3,ACT,MW,12:00PM-02:50PM,Brandon Moore,ART218,01/24/24-05/13/24,0,
,ANI,131,05,28031,In Person,2D Animation II,,3,ACT,MW,03:00PM-05:50PM,Brandon Moore,ART218,01/24/24-05/13/24,12,
,ANI,134,80,26293,Fully Online,Animation Production - Storyboarding II,,3,ACT,MW,06:00PM-08:50PM,Aaron Soon,ONLINE,01/24/24-05/13/24,13,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus
,ANI,134,81,28655,Fully Online,Animation Production - Storyboarding II,,3,ACT,TR,06:00PM-08:50PM,Katherine Nguyen,ONLINE,01/24/24-05/13/24,9,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus
,ANI,142,01,24876,In Person,Digital Modeling II,,3,ACT,TR,03:00PM-05:50PM,Tom Austin,ART222,01/24/24-05/13/24,12,
,ANI,161,01,21233,In Person,Digital Animation I,,3,ACT,MW,08:00AM-10:50AM,Brandon Moore,ART224,01/24/24-05/13/24,4,RO - Not available to Open University students.
,ANI,161,02,23770,In Person,Digital Animation I,,3,ACT,TR,12:00PM-02:50PM,Bryan Lind,ART224,01/24/24-05/13/24,0,
,ANI,161,03,23771,In Person,Digital Animation I,,3,ACT,TR,03:00PM-05:50PM,Bryan Lind,ART224,01/24/24-05/13/24,1,
,ANI,175,01,23500,In Person,Professional Practices in Entertainment Design,,3,ACT,TR,08:00AM-10:50AM,Raquel Coelho,ART224,01/24/24-05/13/24,0,
,ANI,175,80,23499,Fully Online,Professional Practices in Entertainment Design,,3,ACT,MW,06:00PM-08:50PM,Jasmine Truong,ONLINE,01/24/24-05/13/24,7,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus
,ANI,175,81,28239,Fully Online,Professional Practices in Entertainment Design,,3,ACT,TR,06:00PM-08:50PM,Zack Lee,ONLINE,01/24/24-05/13/24,13,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus
,ANI,179,01,22701,In Person,Special Topics in Animation/Illustration,,3,ACT,MW,12:00PM-02:50PM,Kevin Mannens,ART224,01/24/24-05/13/24,1,
,ANI,179,02,23350,In Person,Special Topics in Animation/Illustration,,3,ACT,MW,03:00PM-05:50PM,Kevin Mannens,ART224,01/24/24-05/13/24,10,
,ANI,179,03,24891,In Person,Special Topics in Animation/Illustration,,3,ACT,MW,08:00AM-10:50AM,David Chai,ART218,01/24/24-05/13/24,0,
,ANI,179,04,26589,In Person,Special Topics in Animation/Illustration,,3,ACT,MW,03:00PM-05:50PM,Eric Mead,ART222,01/24/24-05/13/24,0,RC - Requires department release of permission number.
,ANI,180,80,23027,Fully Online,Individual Studies,,3,SUP,TBA,TBA,David Chai,ONLINE,01/24/24-05/13/24,39,RO - Not available to Open University students.  FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,ANI,199,01,21256,In Person,Senior Project Animation/Illustration,,3,ACT,F,09:00AM-02:40PM,Tom Austin,ART222,01/24/24-05/13/24,12,RO - Not available to Open University students.
,ANI,199,02,21257,In Person,Senior Project Animation/Illustration,,3,ACT,F,09:00AM-02:40PM,Raquel Coelho,ART224,01/24/24-05/13/24,7,RO - Not available to Open University students.
,ANI,199,03,21258,In Person,Senior Project Animation/Illustration,,3,ACT,F,09:00AM-02:40PM,Jeff Biancalana,ART243,01/24/24-05/13/24,9,RO - Not available to Open University students.
,ANI,199,80,24895,Fully Online,Senior Project Animation/Illustration,,3,ACT,TR,06:00PM-08:50PM,Colin Fix,ONLINE,01/24/24-05/13/24,14,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus
,ANI,199,81,24896,Fully Online,Senior Project Animation/Illustration,,3,ACT,MW,06:00PM-08:50PM,Chris Zollna,ONLINE,01/24/24-05/13/24,5,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus
,ANTH,11,02,24861,In Person,Cultural Anthropology,GE: D,3,LEC,MW,01:30PM-02:45PM,Alicia Hedges,CL204,01/24/24-05/13/24,1,
,ANTH,12,02,20770,In Person,Introduction to Human Evolution,GE: B2,3,LEC,MW,12:00PM-01:15PM,Viviana Sanchez-Chopitea,WSQ004,01/24/24-05/13/24,0,
,ANTH,12,03,21715,In Person,Introduction to Human Evolution,GE: B2,3,LEC,MW,04:30PM-05:45PM,Viviana Sanchez-Chopitea,CL202,01/24/24-05/13/24,0,
,ANTH,12,80,24894,Fully Online,Introduction to Human Evolution,GE: B2,3,LEC,TBA,TBA,Danae Khorasani,ONLINE,01/24/24-05/13/24,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,ANTH,13,01,22431,In Person,Archaeology,GE: A3,3,LEC,TR,10:30AM-11:45AM,Alisha Marie Ragland,WSQ004,01/24/24-05/13/24,0,
,ANTH,13,02,22432,In Person,Archaeology,GE: A3,3,LEC,TR,01:30PM-02:45PM,Gustavo Flores,WSQ004,01/24/24-05/13/24,0,
,ANTH,13,03,24898,In Person,Archaeology,GE: A3,3,LEC,MW,01:30PM-02:45PM,Marco Meniketti,WSQ004,01/24/24-05/13/24,0,
,ANTH,13,04,24900,In Person,Archaeology,GE: A3,3,LEC,MW,03:00PM-04:15PM,Kanak Somani,CL202,01/24/24-05/13/24,0,
,ANTH,25,80,24905,Fully Online,Human Lifecourse in Context,GE: E,3,LEC,TBA,TBA,Gisele Bousquet,ONLINE,01/24/24-05/13/24,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,ANTH,107,01,21431,In Person,Eating Culture: The Anthropology of Food,,3,LEC,MW,03:00PM-04:15PM,Erika Carrillo,CL204,01/24/24-05/13/24,0,
,ANTH,114,80,29056,Fully Online,Legacy of Asia,GE: V,3,LEC,R  TBA,R  01:30PM-02:45PM   TBA  TBA,Mihwa Choi / Mihwa Choi,ONLINE  ONLINE,01/24/24-05/13/24,5,FULLY ONLINE - 2 meeting patterns: (1) designated online with day/time meetings; and (2) NO designated online day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,ANTH,115,01,26986,In Person,The Emerging Global Culture,GE: V,3,LEC,MW,09:00AM-10:15AM,Gisele Bousquet,CL202,01/24/24-05/13/24,7,
,ANTH,115,80,26988,Fully Online,The Emerging Global Culture,GE: V,3,LEC,TBA,TBA,Quincy Mccrary,ONLINE,01/24/24-05/13/24,7,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,ANTH,115,81,26989,Fully Online,The Emerging Global Culture,GE: V,3,LEC,TBA,TBA,Gisele Bousquet,ONLINE,01/24/24-05/13/24,6,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,ANTH,122,80,29161,Fully Online,"Magic, Science and Religion",GE: V,3,LEC,TBA,TBA,Lee Gilmore,ONLINE,01/24/24-05/13/24,4,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,ANTH,122,81,29162,Fully Online,"Magic, Science and Religion",GE: V,3,LEC,TBA,TBA,Lee Gilmore,ONLINE,01/24/24-05/13/24,3,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,ANTH,122,82,29163,Fully Online,"Magic, Science and Religion",GE: V,3,LEC,TBA,TBA,Lee Gilmore,ONLINE,01/24/24-05/13/24,6,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,ANTH,129,01,23413,In Person,Environmental Anthropology,,3,LEC,MW,01:30PM-02:45PM,A J Faas,CL202,01/24/24-05/13/24,4,
,ANTH,136,01,21898,In Person,Thought Control in Contemporary Society,,3,LEC,TR,03:00PM-04:15PM,John Marlovits,CL204,01/24/24-05/13/24,3,
,ANTH,140,01,26991,In Person,Human Sexuality,GE: S,3,LEC,TR,10:30AM-11:45AM,Amanda Feldman,CL202,01/24/24-05/13/24,16,
,ANTH,140,02,26992,In Person,Human Sexuality,GE: S,3,LEC,TR,01:30PM-02:45PM,Amanda Feldman,CL202,01/24/24-05/13/24,12,
,ANTH,140,80,26993,Fully Online,Human Sexuality,GE: S,3,LEC,TBA,TBA,John Marlovits,ONLINE,01/24/24-05/13/24,17,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,ANTH,140,81,26994,Fully Online,Human Sexuality,GE: S,3,LEC,TBA,TBA,Kanak Somani,ONLINE,01/24/24-05/13/24,22,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,ANTH,140,82,26995,Fully Online,Human Sexuality,GE: S,3,LEC,MW,12:00PM-01:15PM,John Mcdaniel,ONLINE,01/24/24-05/13/24,18,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus
,ANTH,140,83,26996,Fully Online,Human Sexuality,GE: S,3,LEC,MW,04:30PM-05:45PM,John Mcdaniel,ONLINE,01/24/24-05/13/24,14,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus
,ANTH,140,84,30413,Fully Online,Human Sexuality,GE: S,3,LEC,TBA,TBA,Kanak Somani,ONLINE,01/24/24-05/13/24,11,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,ANTH,145,01,29166,Fully Online,Middle Eastern Traditions,GE: V,3,LEC,TBA,TBA,Arthur Zarate,ONLINE,01/24/24-05/13/24,8,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,ANTH,146,80,22397,Fully Online,Culture and Conflict,GE: V,3,LEC,TBA,TBA,Quincy Mccrary,ONLINE,01/24/24-05/13/24,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,ANTH,146,81,30367,Fully Online,Culture and Conflict,GE: V,3,LEC,TBA,TBA,Gisele Bousquet,ONLINE,01/24/24-05/13/24,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,ANTH,155,01,26998,In Person,Forensic Osteology,,3,LEC,TR,12:00PM-01:15PM,Amanda Feldman,WSQ004,01/24/24-05/13/24,0,
,ANTH,160,01,20692,In Person,Reconstructing Lost Civilizations,GE: R,3,LEC,MW,09:00AM-10:15AM,Alicia Hedges,CL204,01/24/24-05/13/24,0,
,ANTH,160,02,20527,In Person,Reconstructing Lost Civilizations,GE: R,3,LEC,MW,10:30AM-11:45AM,Alicia Hedges,CL204,01/24/24-05/13/24,0,
,ANTH,160,03,21477,In Person,Reconstructing Lost Civilizations,GE: R,3,LEC,TR,03:00PM-04:15PM,Gustavo Flores,WSQ004,01/24/24-05/13/24,12,
,ANTH,160,80,26983,Fully Online,Reconstructing Lost Civilizations,GE: R,3,LEC,TBA,TBA,Viviana Sanchez-Chopitea,ONLINE,01/24/24-05/13/24,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,ANTH,164,01,26999,In Person,North America before 1492,,3,LEC,MW,10:30AM-11:45AM,Viviana Sanchez-Chopitea,WSQ004,01/24/24-05/13/24,5,
,ANTH,168,01,27001,In Person,Archaeological Methodology,,3,LEC,MW,04:30PM-05:45PM,Marco Meniketti,WSQ004,01/24/24-05/13/24,3,
,ANTH,191,01,20003,In Person,Frontiers of Anthropology,,3,SEM,MW,12:00PM-01:15PM,Erika Carrillo,CL204,01/24/24-05/13/24,12,
,ANTH,193,80,27002,Fully Online,Behavioral Science in Practice,,3,LEC,MW,04:30PM-05:45PM,Danae Khorasani,ONLINE,01/24/24-05/13/24,25,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/ecampus
,ANTH,195,01,21901,In Person,Anthropology Practicum,,3,SUP,TR,04:30PM-05:45PM,Melissa Beresford,WSQ004,01/24/24-05/13/24,2,RO - Not available to Open University students.
,ANTH,195,80,30251,Fully Online,Anthropology Practicum,,3,SUP,TBA,TBA,Danae Khorasani,ONLINE,01/24/24-05/13/24,3,RC - Requires department release of permission number.  RO - Not available to Open University students.  FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,ANTH,232,01,20335,In Person,Applications Core,,3,SEM,R,06:00PM-08:45PM,John Marlovits,CL204,01/24/24-05/13/24,8,
,ANTH,234,01,20336,In Person,Advanced Research Methods,,3,SEM,T,06:00PM-08:45PM,Melissa Beresford,CL204,01/24/24-05/13/24,8,
,ANTH,235,01,20552,In Person,Quantitative Methods,,3,SEM,M,06:00PM-08:45PM,Marco Meniketti,WSQ004,01/24/24-05/13/24,5,
,ANTH,280,80,24310,Fully Online,Individual Studies,,3,SUP,TBA,TBA,Charlotte Sunseri,ONLINE,01/24/24-05/13/24,5,RO - Not available to Open University students.  FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
,ANTH,298,80,24219,Fully Online,Anthropology Project,,3,SUP,TBA,TBA,A J Faas,ONLINE,01/24/24-05/13/24,0,RO - Not available to Open University students.  FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/ecampus
